Year,Institution_raw,doctorate_by_research,masters_by_research,hdr_completions,hdr_has_suppressed_np,total_completions,source,HEP_Code,Institution_canonical,rbg_total,rbg_rtp,rbg_rsp_like,rbg_total_covid_adj
2024,Charles Darwin University,,,57.0,False,3023.0,perturbed_pivot_2024,3001,Charles Darwin University,22706340,10170682.0,12535658.0,22706340.0
2024,Charles Sturt University,,,57.0,False,7472.0,perturbed_pivot_2024,3005,Charles Sturt University,8080441,4899349.0,3181092.0,8080441.0
2024,Curtin University,,,320.0,False,11834.0,perturbed_pivot_2024,2236,Curtin University,54457752,30736270.0,23721482.0,54457752.0
2024,Deakin University,,,369.0,False,14311.0,perturbed_pivot_2024,3030,Deakin University,52735408,30037103.0,22698305.0,52735408.0
2024,Edith Cowan University,,,155.0,False,7801.0,perturbed_pivot_2024,2235,Edith Cowan University,11104956,7021835.0,4083121.0,11104956.0
2024,Federation University Australia,,,53.0,False,3219.0,perturbed_pivot_2024,2154,Federation University Australia,4286482,2971820.0,1314662.0,4286482.0
2024,Flinders University,,,166.0,False,6951.0,perturbed_pivot_2024,3029,Flinders University,38946131,19713567.0,19232564.0,38946131.0
2024,Griffith University,,,276.0,False,9980.0,perturbed_pivot_2024,3032,Griffith University,46250775,28270010.0,17980765.0,46250775.0
2024,James Cook University,,,117.0,False,5312.0,perturbed_pivot_2024,1019,James Cook University,21045757,12198540.0,8847217.0,21045757.0
2024,La Trobe University,,,256.0,False,9737.0,perturbed_pivot_2024,3020,La Trobe University,37585210,21227058.0,16358152.0,37585210.0
2024,Macquarie University,,,498.0,False,9827.0,perturbed_pivot_2024,3025,Macquarie University,51526657,32626464.0,18900193.0,51526657.0
2024,Monash University,,,893.0,False,23887.0,perturbed_pivot_2024,3035,Monash University,238965635,122798840.0,116166795.0,238965635.0
2024,Murdoch University,,,139.0,False,5275.0,perturbed_pivot_2024,1034,Murdoch University,18840548,11561091.0,7279457.0,18840548.0
2024,Queensland University of Technology,,,392.0,False,11488.0,perturbed_pivot_2024,3042,Queensland University of Technology,56855908,33921139.0,22934769.0,56855908.0
2024,RMIT University,,,424.0,False,18967.0,perturbed_pivot_2024,3034,Royal Melbourne Institute of Technology,48981590,30396426.0,18585164.0,48981590.0
2024,Southern Cross University,,,53.0,False,4853.0,perturbed_pivot_2024,3038,Southern Cross University,9071762,4997742.0,4074020.0,9071762.0
2024,Swinburne University of Technology,,,294.0,False,9410.0,perturbed_pivot_2024,2177,Swinburne University of Technology,29979057,19342184.0,10636873.0,29979057.0
2024,The Australian National University,,,431.0,False,7059.0,perturbed_pivot_2024,3033,The Australian National University,125022054,58237230.0,66784824.0,125022054.0
2024,The University of Adelaide,,,335.0,False,8038.0,perturbed_pivot_2024,3010,The University of Adelaide,102833586,53241854.0,49591732.0,102833586.0
2024,The University of Melbourne,,,873.0,False,23195.0,perturbed_pivot_2024,3036,The University of Melbourne,243512096,117206808.0,126305288.0,243512096.0
2024,The University of New England,,,70.0,False,3481.0,perturbed_pivot_2024,3039,University of New England,18574466,10271411.0,8303055.0,18574466.0
2024,The University of Newcastle,,,242.0,False,7983.0,perturbed_pivot_2024,3014,University of Newcastle,55282508,31145614.0,24136894.0,55282508.0
2024,The University of Notre Dame Australia,,,42.0,False,2075.0,perturbed_pivot_2024,3044,The University of Notre Dame Australia,2843803,2116002.0,727801.0,2843803.0
2024,The University of Queensland,,,764.0,False,14426.0,perturbed_pivot_2024,3019,The University of Queensland,181718120,96646012.0,85072108.0,181718120.0
2024,The University of Sydney,,,857.0,False,22556.0,perturbed_pivot_2024,3040,The University of Sydney,201525251,102046959.0,99478292.0,201525251.0
2024,The University of Western Australia,,,332.0,False,6821.0,perturbed_pivot_2024,1055,The University of Western Australia,89181877,43932830.0,45249047.0,89181877.0
2024,Torrens University Australia,,,15.0,False,5662.0,perturbed_pivot_2024,4449,Torrens University Australia,653160,387107.0,266053.0,653160.0
2024,University of Canberra,,,59.0,False,4557.0,perturbed_pivot_2024,2241,University of Canberra,8326756,4673318.0,3653438.0,8326756.0
2024,University of Divinity,,,15.0,False,489.0,perturbed_pivot_2024,4331,University of Divinity,1170689,673016.0,497673.0,1170689.0
2024,University of New South Wales,,,780.0,False,20821.0,perturbed_pivot_2024,3013,University of New South Wales,204439251,105060012.0,99379239.0,204439251.0
2024,University of South Australia,,,187.0,False,7763.0,perturbed_pivot_2024,3027,University of South Australia,33883655,17306833.0,16576822.0,33883655.0
2024,University of Southern Queensland,,,133.0,False,4378.0,perturbed_pivot_2024,2201,University of Southern Queensland,16191389,10225314.0,5966075.0,16191389.0
2024,University of Tasmania,,,254.0,False,9898.0,perturbed_pivot_2024,3045,University of Tasmania,51490241,27645641.0,23844600.0,51490241.0
2024,University of Technology Sydney,,,366.0,False,12318.0,perturbed_pivot_2024,3016,University of Technology Sydney,47084992,30025624.0,17059368.0,47084992.0
2024,University of Wollongong,,,244.0,False,8216.0,perturbed_pivot_2024,1058,University of Wollongong,40629758,25561863.0,15067895.0,40629758.0
2024,University of the Sunshine Coast,,,63.0,False,3457.0,perturbed_pivot_2024,3043,University of the Sunshine Coast,11915364,6488994.0,5426370.0,11915364.0
2024,Victoria University,,,99.0,False,11241.0,perturbed_pivot_2024,3007,Victoria University,11538694,6499964.0,5038730.0,11538694.0
2024,Western Sydney University,,,259.0,False,10936.0,perturbed_pivot_2024,3004,Western Sydney University,25922427,16496385.0,9426042.0,25922427.0
