HEP_Code,Institution_raw,Year,Cohort,doctorate_by_research,masters_by_research,hdr_completions,hdr_has_suppressed_lt5,Institution_canonical,total_completions,rbg_total,rbg_rtp,rbg_rsp_like,rbg_total_covid_adj
2201,University of Southern Queensland,2023,RUN,102.0,34.0,136.0,False,University of Southern Queensland,3756.0,13162298,8665604.0,4496694.0,13162298.0
3045,University of Tasmania,2023,non-aligned,233.0,10.0,243.0,False,University of Tasmania,9103.0,49478384,26684857.0,22793527.0,49478384.0
3016,University of Technology Sydney,2023,ATN,341.0,23.0,364.0,False,University of Technology Sydney,10453.0,44449378,28541184.0,15908194.0,44449378.0
3043,University of the Sunshine Coast,2023,RUN,63.0,8.0,71.0,False,University of the Sunshine Coast,3111.0,9990007,5545472.0,4444535.0,9990007.0
1058,University of Wollongong,2023,non-aligned,218.0,24.0,242.0,False,University of Wollongong,7311.0,36702101,23545862.0,13156239.0,36702101.0
3007,Victoria University,2023,non-aligned,61.0,24.0,85.0,False,Victoria University,10514.0,10369681,6635317.0,3734364.0,10369681.0
3004,Western Sydney University,2023,IRU,193.0,84.0,277.0,False,Western Sydney University,9328.0,24291938,15943858.0,8348080.0,24291938.0
3006,Australian Catholic University,2022,non-aligned,36.0,2.0,38.0,True,Australian Catholic University,7423.0,4588489,3120749.0,1467740.0,4588489.0
2246,Batchelor Institute of Indigenous Tertiary Education,2022,non-aligned,0.0,0.0,0.0,False,Batchelor Institute of Indigenous Tertiary Education,,343521,209801.0,133720.0,343521.0
3003,Bond University ,2022,non-aligned,27.0,5.0,32.0,False,Bond University ,1545.0,2467455,1544813.0,922642.0,2467455.0
2200,Central Queensland University,2022,RUN,37.0,22.0,59.0,False,Central Queensland University,4096.0,6875103,3688488.0,3186615.0,6875103.0
3001,Charles Darwin University,2022,non-aligned,46.0,2.0,48.0,True,Charles Darwin University,2314.0,18205976,8041855.0,10164121.0,18205976.0
3005,Charles Sturt University,2022,RUN,61.0,2.0,63.0,True,Charles Sturt University,8455.0,6653576,4489624.0,2163952.0,6653576.0
2236,Curtin University,2022,ATN,265.0,38.0,303.0,False,Curtin University,10225.0,50218883,29273950.0,20944933.0,50218883.0
3030,Deakin University,2022,ATN,297.0,21.0,318.0,False,Deakin University,13562.0,37132978,20839807.0,16293171.0,37132978.0
2235,Edith Cowan University,2022,non-aligned,88.0,41.0,129.0,False,Edith Cowan University,6398.0,9870049,6411545.0,3458504.0,9870049.0
2154,Federation University Australia,2022,RUN,39.0,2.0,41.0,True,Federation University Australia,3071.0,3633062,2572241.0,1060821.0,3633062.0
3029,Flinders University,2022,IRU,125.0,7.0,132.0,False,Flinders University,5876.0,27011611,15217026.0,11794585.0,27011611.0
3032,Griffith University,2022,IRU,269.0,54.0,323.0,False,Griffith University,10331.0,41470890,25154439.0,16316451.0,41470890.0
1019,James Cook University,2022,IRU,110.0,17.0,127.0,False,James Cook University,4807.0,18513891,11195924.0,7317967.0,18513891.0
3020,La Trobe University,2022,IRU,197.0,84.0,281.0,False,La Trobe University,8328.0,34441123,18453725.0,15987398.0,34441123.0
3025,Macquarie University,2022,non-aligned,209.0,272.0,481.0,False,Macquarie University,9048.0,47352472,30316330.0,17036142.0,47352472.0
3035,Monash University,2022,Go8,898.0,60.0,958.0,False,Monash University,24217.0,199664092,102424908.0,97239184.0,199664092.0
1034,Murdoch University,2022,IRU,111.0,39.0,150.0,False,Murdoch University,4857.0,17329915,9827392.0,7502523.0,17329915.0
3042,Queensland University of Technology,2022,non-aligned,328.0,86.0,414.0,False,Queensland University of Technology,11361.0,48384663,29068532.0,19316131.0,48384663.0
3034,Royal Melbourne Institute of Technology,2022,ATN,349.0,35.0,384.0,False,Royal Melbourne Institute of Technology,18671.0,38172479,24817631.0,13354848.0,38172479.0
3038,Southern Cross University,2022,RUN,37.0,8.0,45.0,False,Southern Cross University,4183.0,6153108,3326464.0,2826644.0,6153108.0
2177,Swinburne University of Technology,2022,non-aligned,223.0,32.0,255.0,False,Swinburne University of Technology,7616.0,22787199,14242555.0,8544644.0,22787199.0
3033,The Australian National University,2022,Go8,324.0,37.0,361.0,False,The Australian National University,6837.0,115213731,53648762.0,61564969.0,115213731.0
3010,The University of Adelaide,2022,Go8,378.0,61.0,439.0,False,The University of Adelaide,7260.0,86963681,46169968.0,40793713.0,86963681.0
3036,The University of Melbourne,2022,Go8,670.0,64.0,734.0,False,The University of Melbourne,21630.0,222931509,111813256.0,111118253.0,222931509.0
3044,The University of Notre Dame Australia,2022,non-aligned,24.0,18.0,42.0,False,The University of Notre Dame Australia,2730.0,2183156,1702450.0,480706.0,2183156.0
3019,The University of Queensland,2022,Go8,710.0,57.0,767.0,False,The University of Queensland,13930.0,191682874,100217285.0,91465589.0,191682874.0
3040,The University of Sydney,2022,Go8,639.0,178.0,817.0,False,The University of Sydney,21113.0,178391184,90173615.0,88217569.0,178391184.0
1055,The University of Western Australia,2022,Go8,321.0,28.0,349.0,False,The University of Western Australia,6376.0,85334005,42513528.0,42820477.0,85334005.0
4449,Torrens University Australia,2022,non-aligned,10.0,2.0,12.0,True,Torrens University Australia,5765.0,403109,193670.0,209439.0,403109.0
2241,University of Canberra,2022,IRU,48.0,5.0,53.0,False,University of Canberra,3801.0,8442763,4366091.0,4076672.0,8442763.0
4331,University of Divinity,2022,non-aligned,13.0,0.0,13.0,False,University of Divinity,392.0,1105180,636254.0,468926.0,1105180.0
3039,University of New England,2022,RUN,79.0,13.0,92.0,False,University of New England,3650.0,17409091,9261262.0,8147829.0,17409091.0
3013,University of New South Wales,2022,Go8,690.0,97.0,787.0,False,University of New South Wales,17938.0,193565978,96402360.0,97163618.0,193565978.0
3014,University of Newcastle,2022,ATN,284.0,12.0,296.0,False,University of Newcastle,7746.0,51244345,27539140.0,23705205.0,51244345.0
3027,University of South Australia,2022,ATN,119.0,37.0,156.0,False,University of South Australia,7494.0,31891857,15858732.0,16033125.0,31891857.0
2201,University of Southern Queensland,2022,RUN,117.0,20.0,137.0,False,University of Southern Queensland,3721.0,12246883,7807530.0,4439353.0,12246883.0
3045,University of Tasmania,2022,non-aligned,222.0,17.0,239.0,False,University of Tasmania,12502.0,45790877,25859741.0,19931136.0,45790877.0
3016,University of Technology Sydney,2022,ATN,313.0,37.0,350.0,False,University of Technology Sydney,11273.0,42575185,25973884.0,16601301.0,42575185.0
3043,University of the Sunshine Coast,2022,RUN,56.0,6.0,62.0,False,University of the Sunshine Coast,2940.0,11382454,6211468.0,5170986.0,11382454.0
1058,University of Wollongong,2022,non-aligned,219.0,35.0,254.0,False,University of Wollongong,7279.0,36898549,22728971.0,14169578.0,36898549.0
3007,Victoria University,2022,non-aligned,77.0,24.0,101.0,False,Victoria University,5629.0,9550925,6504162.0,3046763.0,9550925.0
3004,Western Sydney University,2022,IRU,127.0,67.0,194.0,False,Western Sydney University,11804.0,22321219,14151147.0,8170072.0,22321219.0
3006,Australian Catholic University,2021,non-aligned,36.0,5.0,41.0,False,Australian Catholic University,7243.0,8899357,3968872.0,4930485.0,7011289.29754386
2246,Batchelor Institute of Indigenous Tertiary Education,2021,non-aligned,2.0,0.0,2.0,True,Batchelor Institute of Indigenous Tertiary Education,2.0,434940,139526.0,295414.0,278970.07877291203
3003,Bond University ,2021,non-aligned,31.0,2.0,33.0,True,Bond University ,1796.0,4468309,1846509.0,2621800.0,3536334.4350577397
2200,Central Queensland University,2021,RUN,34.0,8.0,42.0,False,Central Queensland University,5269.0,9528892,3679941.0,5848951.0,6463772.1999053005
3001,Charles Darwin University,2021,non-aligned,45.0,5.0,50.0,False,Charles Darwin University,2350.0,29063333,7766524.0,21296809.0,18067431.044732697
3005,Charles Sturt University,2021,RUN,52.0,6.0,58.0,False,Charles Sturt University,9526.0,12258055,5998381.0,6259674.0,9195520.758130841
2236,Curtin University,2021,ATN,277.0,56.0,333.0,False,Curtin University,10076.0,72099626,27825644.0,44273982.0,49101173.0186733
3030,Deakin University,2021,ATN,282.0,25.0,307.0,False,Deakin University,16286.0,52346968,20453826.0,31893142.0,35587255.7411475
2235,Edith Cowan University,2021,non-aligned,66.0,34.0,100.0,False,Edith Cowan University,7539.0,14078942,6679659.0,7399283.0,10399747.444986809
2154,Federation University Australia,2021,RUN,46.0,2.0,48.0,True,Federation University Australia,4244.0,4854025,2273755.0,2580270.0,3677181.50688185
3029,Flinders University,2021,IRU,165.0,6.0,171.0,False,Flinders University,7217.0,38410268,15336016.0,23074252.0,26432911.816145502
3032,Griffith University,2021,IRU,280.0,48.0,328.0,False,Griffith University,11141.0,60950311,25290058.0,35660253.0,42420689.5301769
1019,James Cook University,2021,IRU,102.0,6.0,108.0,False,James Cook University,5163.0,34361812,13828630.0,20533182.0,24889190.226268798
3020,La Trobe University,2021,IRU,169.0,52.0,221.0,False,La Trobe University,9505.0,53682865,19474602.0,34208263.0,35926079.2216382
3025,Macquarie University,2021,non-aligned,297.0,231.0,528.0,False,Macquarie University,10121.0,65806094,30649639.0,35156455.0,47372210.0603461
3035,Monash University,2021,Go8,808.0,62.0,870.0,False,Monash University,25591.0,287039990,95438167.0,191601823.0,186291919.2597382
1034,Murdoch University,2021,IRU,91.0,25.0,116.0,False,Murdoch University,5328.0,26863118,10246001.0,16617117.0,18115348.06419456
3042,Queensland University of Technology,2021,non-aligned,323.0,120.0,443.0,False,Queensland University of Technology,12200.0,72857176,30830953.0,42026223.0,51691888.962143704
3034,Royal Melbourne Institute of Technology,2021,ATN,340.0,37.0,377.0,False,Royal Melbourne Institute of Technology,19190.0,47926774,22010716.0,25916058.0,34394654.341820404
3038,Southern Cross University,2021,RUN,48.0,8.0,56.0,False,Southern Cross University,4117.0,10084191,4119561.0,5964630.0,6988077.8359433
2177,Swinburne University of Technology,2021,non-aligned,191.0,25.0,216.0,False,Swinburne University of Technology,8225.0,30220258,12706919.0,17513339.0,20899802.72617201
3033,The Australian National University,2021,Go8,352.0,32.0,384.0,False,The Australian National University,6768.0,197456056,59495907.0,137960149.0,125843861.1643945
3010,The University of Adelaide,2021,Go8,313.0,63.0,376.0,False,The University of Adelaide,8065.0,128741305,46850222.0,81891083.0,86233376.07389471
3036,The University of Melbourne,2021,Go8,663.0,65.0,728.0,False,The University of Melbourne,22097.0,321081671,106567611.0,214514060.0,210019606.47759
3044,The University of Notre Dame Australia,2021,non-aligned,34.0,24.0,58.0,False,The University of Notre Dame Australia,2261.0,2343962,1214150.0,1129812.0,1854937.887646053
3019,The University of Queensland,2021,Go8,621.0,51.0,672.0,False,The University of Queensland,14952.0,287800613,97299757.0,190500856.0,188345673.11555588
3040,The University of Sydney,2021,Go8,661.0,163.0,824.0,False,The University of Sydney,22376.0,274510360,91933059.0,182577301.0,179438325.4485111
1055,The University of Western Australia,2021,Go8,277.0,34.0,311.0,False,The University of Western Australia,6510.0,132531355,46116371.0,86414984.0,87675165.1640991
4449,Torrens University Australia,2021,non-aligned,2.0,2.0,4.0,True,Torrens University Australia,5890.0,550210,130751.0,419459.0,330958.218572399
2241,University of Canberra,2021,IRU,55.0,6.0,61.0,False,University of Canberra,3847.0,13307644,5118839.0,8188805.0,9013756.93357188
4331,University of Divinity,2021,non-aligned,9.0,2.0,11.0,True,University of Divinity,346.0,2007726,819980.0,1187746.0,1448099.8447471191
3039,University of New England,2021,RUN,97.0,18.0,115.0,False,University of New England,3801.0,24723640,9083459.0,15640181.0,16605152.677680481
3013,University of New South Wales,2021,Go8,678.0,97.0,775.0,False,University of New South Wales,17248.0,286305869,94094591.0,192211278.0,185604379.2869418
3014,University of Newcastle,2021,ATN,331.0,15.0,346.0,False,University of Newcastle,7483.0,74205922,25840587.0,48365335.0,49100499.5263965
3027,University of South Australia,2021,ATN,137.0,34.0,171.0,False,University of South Australia,7981.0,53827128,19005310.0,34821818.0,35751858.7851567
2201,University of Southern Queensland,2021,RUN,116.0,19.0,135.0,False,University of Southern Queensland,4152.0,15462126,6030159.0,9431967.0,10392257.5861535
3045,University of Tasmania,2021,non-aligned,208.0,16.0,224.0,False,University of Tasmania,11176.0,68293104,25397277.0,42895827.0,46632407.1625122
3016,University of Technology Sydney,2021,ATN,359.0,26.0,385.0,False,University of Technology Sydney,8411.0,54204501,20195726.0,34008775.0,36167032.9861186
3043,University of the Sunshine Coast,2021,RUN,60.0,8.0,68.0,False,University of the Sunshine Coast,3156.0,16348914,4597473.0,11751441.0,10048246.971083991
1058,University of Wollongong,2021,non-aligned,256.0,33.0,289.0,False,University of Wollongong,8513.0,56192274,24183666.0,32008608.0,39577282.650396004
3007,Victoria University,2021,non-aligned,104.0,9.0,113.0,False,Victoria University,8333.0,14689845,7385389.0,7304456.0,11158047.066782389
3004,Western Sydney University,2021,IRU,198.0,89.0,287.0,False,Western Sydney University,8225.0,30061632,12467369.0,17594263.0,20898788.35986311
3006,Australian Catholic University,2020,non-aligned,45.0,8.0,53.0,False,Australian Catholic University,7243.0,7079808,3933890.0,3145918.0,7079808.0
2246,Batchelor Institute of Indigenous Tertiary Education,2020,non-aligned,2.0,2.0,4.0,True,Batchelor Institute of Indigenous Tertiary Education,5.0,250300,122078.0,128222.0,250300.0
3003,Bond University ,2020,non-aligned,18.0,2.0,20.0,True,Bond University ,1373.0,3626847,1879535.0,1747312.0,3626847.0
2200,Central Queensland University,2020,RUN,31.0,12.0,43.0,False,Central Queensland University,6075.0,6308179,3670417.0,2637762.0,6308179.0
3001,Charles Darwin University,2020,non-aligned,39.0,5.0,44.0,False,Charles Darwin University,2197.0,18298120,7646784.0,10651336.0,18298120.0
3005,Charles Sturt University,2020,RUN,74.0,2.0,76.0,True,Charles Sturt University,10377.0,9583963,6278059.0,3305904.0,9583963.0
2236,Curtin University,2020,ATN,301.0,47.0,348.0,False,Curtin University,9787.0,48012801,27169347.0,20843454.0,48012801.0
3030,Deakin University,2020,ATN,229.0,18.0,247.0,False,Deakin University,13693.0,34172636,19988998.0,14183638.0,34172636.0
2235,Edith Cowan University,2020,non-aligned,82.0,32.0,114.0,False,Edith Cowan University,6398.0,10594045,6747402.0,3846643.0,10594045.0
2154,Federation University Australia,2020,RUN,52.0,2.0,54.0,True,Federation University Australia,4407.0,3647296,2196126.0,1451170.0,3647296.0
3029,Flinders University,2020,IRU,159.0,11.0,170.0,False,Flinders University,4862.0,26350551,15105973.0,11244578.0,26350551.0
3032,Griffith University,2020,IRU,273.0,58.0,331.0,False,Griffith University,10107.0,41427329,24663393.0,16763936.0,41427329.0
1019,James Cook University,2020,IRU,105.0,8.0,113.0,False,James Cook University,4836.0,25580615,14143783.0,11436832.0,25580615.0
3020,La Trobe University,2020,IRU,172.0,17.0,189.0,False,La Trobe University,9229.0,35345404,18931954.0,16413450.0,35345404.0
3025,Macquarie University,2020,non-aligned,258.0,197.0,455.0,False,Macquarie University,9084.0,45431482,29620984.0,15810498.0,45431482.0
3035,Monash University,2020,Go8,770.0,73.0,843.0,False,Monash University,23891.0,176665786,91723989.0,84941797.0,176665786.0
1034,Murdoch University,2020,IRU,94.0,15.0,109.0,False,Murdoch University,5140.0,17299284,9976344.0,7322940.0,17299284.0
3042,Queensland University of Technology,2020,non-aligned,333.0,97.0,430.0,False,Queensland University of Technology,10943.0,52474025,30903416.0,21570609.0,52474025.0
3034,Royal Melbourne Institute of Technology,2020,ATN,334.0,21.0,355.0,False,Royal Melbourne Institute of Technology,18647.0,33425353,21525865.0,11899488.0,33425353.0
3038,Southern Cross University,2020,RUN,34.0,5.0,39.0,False,Southern Cross University,3024.0,7109163,4204354.0,2904809.0,7109163.0
2177,Swinburne University of Technology,2020,non-aligned,145.0,24.0,169.0,False,Swinburne University of Technology,8116.0,19131951,11849456.0,7282495.0,19131951.0
3033,The Australian National University,2020,Go8,309.0,32.0,341.0,False,The Australian National University,7280.0,126141524,59083721.0,67057803.0,126141524.0
3010,The University of Adelaide,2020,Go8,345.0,75.0,420.0,False,The University of Adelaide,6957.0,86300278,46680414.0,39619864.0,86300278.0
3036,The University of Melbourne,2020,Go8,804.0,97.0,901.0,False,The University of Melbourne,21078.0,210568602,103597249.0,106971353.0,210568602.0
3044,The University of Notre Dame Australia,2020,non-aligned,42.0,15.0,57.0,False,The University of Notre Dame Australia,2714.0,1714856,1052269.0,662587.0,1714856.0
3019,The University of Queensland,2020,Go8,740.0,69.0,809.0,False,The University of Queensland,13133.0,183472303,95936204.0,87536099.0,183472303.0
3040,The University of Sydney,2020,Go8,589.0,142.0,731.0,False,The University of Sydney,16765.0,178474984,93517054.0,84957930.0,178474984.0
1055,The University of Western Australia,2020,Go8,284.0,27.0,311.0,False,The University of Western Australia,6267.0,88869768,46593725.0,42276043.0,88869768.0
4449,Torrens University Australia,2020,non-aligned,2.0,0.0,2.0,True,Torrens University Australia,5137.0,293490,101887.0,191603.0,293490.0
2241,University of Canberra,2020,IRU,35.0,7.0,42.0,False,University of Canberra,3920.0,8704000,5022127.0,3681873.0,8704000.0
4331,University of Divinity,2020,non-aligned,5.0,2.0,7.0,True,University of Divinity,443.0,1481157,831669.0,649488.0,1481157.0
3039,University of New England,2020,RUN,86.0,16.0,102.0,False,University of New England,3652.0,16661531,9114384.0,7547147.0,16661531.0
3013,University of New South Wales,2020,Go8,546.0,116.0,662.0,False,University of New South Wales,15491.0,177882098,91086046.0,86796052.0,177882098.0
3014,University of Newcastle,2020,ATN,281.0,16.0,297.0,False,University of Newcastle,7526.0,48341662,25194502.0,23147160.0,48341662.0
3027,University of South Australia,2020,ATN,129.0,26.0,155.0,False,University of South Australia,7392.0,36525751,19622443.0,16903308.0,36525751.0
2201,University of Southern Queensland,2020,RUN,103.0,11.0,114.0,False,University of Southern Queensland,4193.0,9274403,5569228.0,3705175.0,9274403.0
3045,University of Tasmania,2020,non-aligned,226.0,12.0,238.0,False,University of Tasmania,10043.0,46966924,25009391.0,21957533.0,46966924.0
3016,University of Technology Sydney,2020,ATN,306.0,25.0,331.0,False,University of Technology Sydney,11960.0,33010743,18602644.0,14408099.0,33010743.0
3043,University of the Sunshine Coast,2020,RUN,46.0,7.0,53.0,False,University of the Sunshine Coast,2952.0,8424341,3739106.0,4685235.0,8424341.0
1058,University of Wollongong,2020,non-aligned,213.0,32.0,245.0,False,University of Wollongong,8271.0,39430195,23692889.0,15737306.0,39430195.0
3007,Victoria University,2020,non-aligned,104.0,17.0,121.0,False,Victoria University,7657.0,11397507,7496506.0,3901001.0,11397507.0
3004,Western Sydney University,2020,IRU,132.0,93.0,225.0,False,Western Sydney University,8597.0,19927886,11745665.0,8182221.0,19927886.0
3006,Australian Catholic University,2019,non-aligned,53.0,7.0,60.0,False,Australian Catholic University,8236.0,7109846,3856906.0,3252940.0,7109846.0
2246,Batchelor Institute of Indigenous Tertiary Education,2019,non-aligned,2.0,0.0,2.0,True,Batchelor Institute of Indigenous Tertiary Education,2.0,259701,127117.0,132584.0,259701.0
3003,Bond University ,2019,non-aligned,22.0,2.0,24.0,True,Bond University ,1898.0,3689163,1882409.0,1806754.0,3689163.0
2200,Central Queensland University,2019,RUN,37.0,11.0,48.0,False,Central Queensland University,5523.0,6048449,3600656.0,2447793.0,6048449.0
3001,Charles Darwin University,2019,non-aligned,40.0,8.0,48.0,False,Charles Darwin University,1824.0,18243149,7496422.0,10746727.0,18243149.0
3005,Charles Sturt University,2019,RUN,69.0,2.0,71.0,True,Charles Sturt University,9488.0,9775148,6356780.0,3418368.0,9775148.0
2236,Curtin University,2019,ATN,282.0,43.0,325.0,False,Curtin University,9751.0,46653491,26300178.0,20353313.0,46653491.0
3030,Deakin University,2019,ATN,243.0,22.0,265.0,False,Deakin University,13227.0,32777494,19751088.0,13026406.0,32777494.0
2235,Edith Cowan University,2019,non-aligned,70.0,38.0,108.0,False,Edith Cowan University,5747.0,10750619,6773116.0,3977503.0,10750619.0
2154,Federation University Australia,2019,RUN,32.0,8.0,40.0,False,Federation University Australia,3418.0,3624742,2124204.0,1500538.0,3624742.0
3029,Flinders University,2019,IRU,170.0,11.0,181.0,False,Flinders University,6508.0,26798975,15171865.0,11627110.0,26798975.0
3032,Griffith University,2019,IRU,299.0,58.0,357.0,False,Griffith University,10043.0,41096997,23905484.0,17191513.0,41096997.0
1019,James Cook University,2019,IRU,125.0,5.0,130.0,False,James Cook University,4817.0,26103331,14277427.0,11825904.0,26103331.0
3020,La Trobe University,2019,IRU,218.0,12.0,230.0,False,La Trobe University,9022.0,34233061,18340530.0,15892531.0,34233061.0
3025,Macquarie University,2019,non-aligned,287.0,274.0,561.0,False,Macquarie University,9979.0,44258939,28464054.0,15794885.0,44258939.0
3035,Monash University,2019,Go8,791.0,65.0,856.0,False,Monash University,23758.0,169985480,88128795.0,81856685.0,169985480.0
1034,Murdoch University,2019,IRU,89.0,14.0,103.0,False,Murdoch University,4651.0,17313547,9741486.0,7572061.0,17313547.0
3042,Queensland University of Technology,2019,non-aligned,335.0,91.0,426.0,False,Queensland University of Technology,11935.0,52571879,30583173.0,21988706.0,52571879.0
3034,Royal Melbourne Institute of Technology,2019,ATN,326.0,31.0,357.0,False,Royal Melbourne Institute of Technology,19413.0,33438797,21145932.0,12292865.0,33438797.0
3038,Southern Cross University,2019,RUN,33.0,2.0,35.0,True,Southern Cross University,3554.0,7244773,4241145.0,3003628.0,7244773.0
2177,Swinburne University of Technology,2019,non-aligned,171.0,19.0,190.0,False,Swinburne University of Technology,7556.0,17874038,11273569.0,6600469.0,17874038.0
3033,The Australian National University,2019,Go8,371.0,33.0,404.0,False,The Australian National University,7721.0,123185967,57768490.0,65417477.0,123185967.0
3010,The University of Adelaide,2019,Go8,330.0,72.0,402.0,False,The University of Adelaide,6724.0,85358197,46227219.0,39130978.0,85358197.0
3036,The University of Melbourne,2019,Go8,854.0,112.0,966.0,False,The University of Melbourne,22390.0,204472821,99880895.0,104591926.0,204472821.0
3044,The University of Notre Dame Australia,2019,non-aligned,19.0,23.0,42.0,False,The University of Notre Dame Australia,2272.0,1547370,862242.0,685128.0,1547370.0
3019,The University of Queensland,2019,Go8,765.0,74.0,839.0,False,The University of Queensland,13865.0,182265946,95788078.0,86477868.0,182265946.0
3040,The University of Sydney,2019,Go8,698.0,158.0,856.0,False,The University of Sydney,17766.0,179952223,95918046.0,84034177.0,179952223.0
1055,The University of Western Australia,2019,Go8,285.0,40.0,325.0,False,The University of Western Australia,6827.0,91119779,47405537.0,43714242.0,91119779.0
4449,Torrens University Australia,2019,non-aligned,2.0,0.0,2.0,True,Torrens University Australia,2910.0,227845,69046.0,158799.0,227845.0
2241,University of Canberra,2019,IRU,59.0,2.0,61.0,True,University of Canberra,3643.0,8838702,5031575.0,3807127.0,8838702.0
4331,University of Divinity,2019,non-aligned,18.0,2.0,20.0,True,University of Divinity,631.0,1559767,888184.0,671583.0,1559767.0
3039,University of New England,2019,RUN,80.0,13.0,93.0,False,University of New England,3854.0,16457931,9093954.0,7363977.0,16457931.0
3013,University of New South Wales,2019,Go8,705.0,127.0,832.0,False,University of New South Wales,16200.0,171497997,88663435.0,82834562.0,171497997.0
3014,University of Newcastle,2019,ATN,242.0,10.0,252.0,False,University of Newcastle,6657.0,47047392,24388898.0,22658494.0,47047392.0
3027,University of South Australia,2019,ATN,120.0,17.0,137.0,False,University of South Australia,6986.0,35631691,19633827.0,15997864.0,35631691.0
2201,University of Southern Queensland,2019,RUN,91.0,13.0,104.0,False,University of Southern Queensland,3681.0,8616962,5309944.0,3307018.0,8616962.0
3045,University of Tasmania,2019,non-aligned,256.0,21.0,277.0,False,University of Tasmania,10126.0,47368888,24664377.0,22704511.0,47368888.0
3016,University of Technology Sydney,2019,ATN,292.0,25.0,317.0,False,University of Technology Sydney,11964.0,30648528,17385148.0,13263380.0,30648528.0
3043,University of the Sunshine Coast,2019,RUN,77.0,10.0,87.0,False,University of the Sunshine Coast,3080.0,7073516,3112889.0,3960627.0,7073516.0
1058,University of Wollongong,2019,non-aligned,235.0,38.0,273.0,False,University of Wollongong,7746.0,37693648,22840259.0,14853389.0,37693648.0
3007,Victoria University,2019,non-aligned,96.0,11.0,107.0,False,Victoria University,7039.0,11508114,7474404.0,4033710.0,11508114.0
3004,Western Sydney University,2019,IRU,146.0,87.0,233.0,False,Western Sydney University,9512.0,19174253,11134979.0,8039274.0,19174253.0
3006,Australian Catholic University,2018,non-aligned,70.0,10.0,80.0,False,Australian Catholic University,7358.0,7194818,3770671.0,3424147.0,7194818.0
2246,Batchelor Institute of Indigenous Tertiary Education,2018,non-aligned,0.0,2.0,2.0,True,Batchelor Institute of Indigenous Tertiary Education,,287669,148107.0,139562.0,287669.0
3003,Bond University ,2018,non-aligned,25.0,2.0,27.0,True,Bond University ,1728.0,3794841,1892995.0,1901846.0,3794841.0
2200,Central Queensland University,2018,RUN,35.0,13.0,48.0,False,Central Queensland University,4275.0,5781826,3404329.0,2377497.0,5781826.0
3001,Charles Darwin University,2018,non-aligned,26.0,7.0,33.0,False,Charles Darwin University,1708.0,17166591,7267253.0,9899338.0,17166591.0
3005,Charles Sturt University,2018,RUN,77.0,2.0,79.0,True,Charles Sturt University,9534.0,9977098,6378816.0,3598282.0,9977098.0
2236,Curtin University,2018,ATN,279.0,30.0,309.0,False,Curtin University,9451.0,45602889,25859194.0,19743695.0,45602889.0
3030,Deakin University,2018,ATN,193.0,16.0,209.0,False,Deakin University,11973.0,31298257,19598296.0,11699961.0,31298257.0
2235,Edith Cowan University,2018,non-aligned,78.0,36.0,114.0,False,Edith Cowan University,5774.0,11292118,7105273.0,4186845.0,11292118.0
2154,Federation University Australia,2018,RUN,35.0,9.0,44.0,False,Federation University Australia,2785.0,3749191,2169677.0,1579514.0,3749191.0
3029,Flinders University,2018,IRU,175.0,8.0,183.0,False,Flinders University,5998.0,27847944,15608881.0,12239063.0,27847944.0
3032,Griffith University,2018,IRU,286.0,44.0,330.0,False,Griffith University,10204.0,40451111,23169577.0,17281534.0,40451111.0
1019,James Cook University,2018,IRU,103.0,5.0,108.0,False,James Cook University,4655.0,26876338,14428018.0,12448320.0,26876338.0
3020,La Trobe University,2018,IRU,219.0,15.0,234.0,False,La Trobe University,9087.0,33442256,18381832.0,15060424.0,33442256.0
3025,Macquarie University,2018,non-aligned,288.0,268.0,556.0,False,Macquarie University,10066.0,43897312,27882585.0,16014727.0,43897312.0
3035,Monash University,2018,Go8,805.0,77.0,882.0,False,Monash University,21862.0,170346130,87173023.0,83173107.0,170346130.0
1034,Murdoch University,2018,IRU,100.0,15.0,115.0,False,Murdoch University,4852.0,17819166,9848575.0,7970591.0,17819166.0
3042,Queensland University of Technology,2018,non-aligned,322.0,115.0,437.0,False,Queensland University of Technology,11588.0,53587469,30990812.0,22596657.0,53587469.0
3034,Royal Melbourne Institute of Technology,2018,ATN,260.0,36.0,296.0,False,Royal Melbourne Institute of Technology,18737.0,34204805,21264947.0,12939858.0,34204805.0
3038,Southern Cross University,2018,RUN,38.0,8.0,46.0,False,Southern Cross University,3078.0,7517808,4356094.0,3161714.0,7517808.0
2177,Swinburne University of Technology,2018,non-aligned,159.0,26.0,185.0,False,Swinburne University of Technology,7465.0,18053570,11474972.0,6578598.0,18053570.0
3033,The Australian National University,2018,Go8,361.0,32.0,393.0,False,The Australian National University,7534.0,120240294,57139186.0,63101108.0,120240294.0
3010,The University of Adelaide,2018,Go8,339.0,61.0,400.0,False,The University of Adelaide,7009.0,88054687,46864184.0,41190503.0,88054687.0
3036,The University of Melbourne,2018,Go8,873.0,148.0,1021.0,False,The University of Melbourne,21388.0,197305438,98127748.0,99177690.0,197305438.0
3044,The University of Notre Dame Australia,2018,non-aligned,31.0,29.0,60.0,False,The University of Notre Dame Australia,3075.0,1550538,829351.0,721187.0,1550538.0
3019,The University of Queensland,2018,Go8,579.0,69.0,648.0,False,The University of Queensland,12982.0,187021523,96436308.0,90585215.0,187021523.0
