HEP_Code,Year,rbg_total,rbg_rtp,rbg_rsp_like,rbg_total_covid_adj
1019,2001,15050453,0.0,1149317.0,15050453.0
1019,2002,15683715,0.0,1460246.0,15683715.0
1019,2003,16114263,0.0,1633413.0,16114263.0
1019,2004,16683854,0.0,1778804.0,16683854.0
1019,2005,16289393,0.0,1804258.0,16289393.0
1019,2006,16309378,0.0,1853044.0,16309378.0
1019,2007,16176951,0.0,1744663.0,16176951.0
1019,2008,16271433,0.0,1825136.0,16271433.0
1019,2009,16394533,0.0,2277696.0,16394533.0
1019,2010,17849781,0.0,7503782.0,17849781.0
1019,2011,18186042,0.0,7911153.0,18186042.0
1019,2012,19296179,0.0,8565562.0,19296179.0
1019,2013,20172471,0.0,8635699.0,20172471.0
1019,2014,21661835,0.0,9231403.0,21661835.0
1019,2015,22889792,0.0,9849673.0,22889792.0
1019,2016,25086480,0.0,11418948.0,25086480.0
1019,2017,27049729,14167548.0,12882181.0,27049729.0
1019,2018,26876338,14428018.0,12448320.0,26876338.0
1019,2019,26103331,14277427.0,11825904.0,26103331.0
1019,2020,25580615,14143783.0,11436832.0,25580615.0
1019,2021,34361812,13828630.0,20533182.0,24889190.226268798
1019,2022,18513891,11195924.0,7317967.0,18513891.0
1019,2023,17631072,10432319.0,7198753.0,17631072.0
1019,2024,21045757,12198540.0,8847217.0,21045757.0
1019,2025,23534655,13332946.0,10201709.0,23534655.0
1019,2026,22795473,12488371.0,10307102.0,22795473.0
1034,2001,14571197,0.0,1042426.0,14571197.0
1034,2002,15549760,0.0,1508451.0,15549760.0
1034,2003,16257843,0.0,1883529.0,16257843.0
1034,2004,17298663,0.0,2408825.0,17298663.0
1034,2005,18737706,0.0,2852614.0,18737706.0
1034,2006,19670990,0.0,2876607.0,19670990.0
1034,2007,19162836,0.0,2323094.0,19162836.0
1034,2008,18761804,0.0,2311299.0,18761804.0
1034,2009,18596803,0.0,2360849.0,18596803.0
1034,2010,19107777,0.0,7794420.0,19107777.0
1034,2011,19488219,0.0,8175676.0,19488219.0
1034,2012,20494504,0.0,8633148.0,20494504.0
1034,2013,19760683,0.0,7776855.0,19760683.0
1034,2014,19392616,0.0,7701652.0,19392616.0
1034,2015,19278184,0.0,8137863.0,19278184.0
1034,2016,18641169,0.0,8074373.0,18641169.0
1034,2017,18287694,10039304.0,8248390.0,18287694.0
1034,2018,17819166,9848575.0,7970591.0,17819166.0
1034,2019,17313547,9741486.0,7572061.0,17313547.0
1034,2020,17299284,9976344.0,7322940.0,17299284.0
1034,2021,26863118,10246001.0,16617117.0,18115348.06419456
1034,2022,17329915,9827392.0,7502523.0,17329915.0
1034,2023,16082128,9700041.0,6382087.0,16082128.0
1034,2024,18840548,11561091.0,7279457.0,18840548.0
1034,2025,20876127,12683975.0,8192152.0,20876127.0
1034,2026,20647613,12451476.0,8196137.0,20647613.0
1055,2001,53404740,0.0,6399106.0,53404740.0
1055,2002,57056113,0.0,8257803.0,57056113.0
1055,2003,59447777,0.0,10325229.0,59447777.0
1055,2004,62347270,0.0,12420404.0,62347270.0
1055,2005,64624922,0.0,13902985.0,64624922.0
1055,2006,67036152,0.0,14806590.0,67036152.0
1055,2007,68190042,0.0,14610189.0,68190042.0
1055,2008,68891793,0.0,14359070.0,68891793.0
1055,2009,70993130,0.0,14269056.0,70993130.0
1055,2010,77863119,0.0,35855419.0,77863119.0
1055,2011,80568794,0.0,36796776.0,80568794.0
1055,2012,84766055,0.0,39274889.0,84766055.0
1055,2013,87386448,0.0,40518176.0,87386448.0
1055,2014,90476360,0.0,42960378.0,90476360.0
1055,2015,93278682,0.0,45380890.0,93278682.0
1055,2016,91319416,0.0,43784634.0,91319416.0
1055,2017,94929527,47829133.0,47100394.0,94929527.0
1055,2018,94471933,48456942.0,46014991.0,94471933.0
1055,2019,91119779,47405537.0,43714242.0,91119779.0
1055,2020,88869768,46593725.0,42276043.0,88869768.0
1055,2021,132531355,46116371.0,86414984.0,87675165.1640991
1055,2022,85334005,42513528.0,42820477.0,85334005.0
1055,2023,85047271,42064772.0,42982499.0,85047271.0
1055,2024,89181877,43932830.0,45249047.0,89181877.0
1055,2025,92906334,47625285.0,45281049.0,92906334.0
1055,2026,93795277,48060696.0,45734581.0,93795277.0
1058,2001,20932557,0.0,1311231.0,20932557.0
1058,2002,22443070,0.0,2023305.0,22443070.0
1058,2003,23292487,0.0,2400015.0,23292487.0
1058,2004,23806232,0.0,2739082.0,23806232.0
1058,2005,24038823,0.0,3066219.0,24038823.0
1058,2006,24298310,0.0,3475186.0,24298310.0
1058,2007,24513746,0.0,3673652.0,24513746.0
1058,2008,24669872,0.0,3851278.0,24669872.0
1058,2009,23865394,0.0,3621387.0,23865394.0
1058,2010,25678732,0.0,10528886.0,25678732.0
1058,2011,27569007,0.0,11459912.0,27569007.0
1058,2012,29482051,0.0,12119961.0,29482051.0
1058,2013,31487821,0.0,12521580.0,31487821.0
1058,2014,33549296,0.0,13387135.0,33549296.0
1058,2015,34881509,0.0,13837606.0,34881509.0
1058,2016,36142266,0.0,13819595.0,36142266.0
1058,2017,36797735,22680303.0,14117432.0,36797735.0
1058,2018,36485039,22740798.0,13744241.0,36485039.0
1058,2019,37693648,22840259.0,14853389.0,37693648.0
1058,2020,39430195,23692889.0,15737306.0,39430195.0
1058,2021,56192274,24183666.0,32008608.0,39577282.650396004
1058,2022,36898549,22728971.0,14169578.0,36898549.0
1058,2023,36702101,23545862.0,13156239.0,36702101.0
1058,2024,40629758,25561863.0,15067895.0,40629758.0
1058,2025,41842716,25039111.0,16803605.0,41842716.0
1058,2026,38378861,23532462.0,14846399.0,38378861.0
2154,2001,1654002,0.0,68362.0,1654002.0
2154,2002,1696190,0.0,75778.0,1696190.0
2154,2003,1852803,0.0,96786.0,1852803.0
2154,2004,2007732,0.0,174994.0,2007732.0
2154,2005,2398939,0.0,219288.0,2398939.0
2154,2006,2749659,0.0,230664.0,2749659.0
2154,2007,3176122,0.0,207868.0,3176122.0
2154,2008,3271713,0.0,210317.0,3271713.0
2154,2009,3437434,0.0,261092.0,3437434.0
2154,2010,4032310,0.0,1507366.0,4032310.0
2154,2011,3847889,0.0,1268132.0,3847889.0
2154,2012,3899719,0.0,1215538.0,3899719.0
2154,2013,3891897,0.0,1181102.0,3891897.0
2154,2014,3837535,0.0,1188666.0,3837535.0
2154,2015,3840217,0.0,1317397.0,3840217.0
2154,2016,3994058,0.0,1600080.0,3994058.0
2154,2017,3863999,2229434.0,1634565.0,3863999.0
2154,2018,3749191,2169677.0,1579514.0,3749191.0
2154,2019,3624742,2124204.0,1500538.0,3624742.0
2154,2020,3647296,2196126.0,1451170.0,3647296.0
2154,2021,4854025,2273755.0,2580270.0,3677181.50688185
2154,2022,3633062,2572241.0,1060821.0,3633062.0
2154,2023,4157383,2974444.0,1182939.0,4157383.0
2154,2024,4286482,2971820.0,1314662.0,4286482.0
2154,2025,4108597,2795801.0,1312796.0,4108597.0
2154,2026,4586752,3030881.0,1555871.0,4586752.0
2177,2001,7865756,0.0,275524.0,7865756.0
2177,2002,7842790,0.0,424547.0,7842790.0
2177,2003,8279135,0.0,623586.0,8279135.0
2177,2004,8678939,0.0,853483.0,8678939.0
2177,2005,9343066,0.0,1025133.0,9343066.0
2177,2006,10072216,0.0,1217567.0,10072216.0
2177,2007,10506948,0.0,1190490.0,10506948.0
2177,2008,10825775,0.0,1158615.0,10825775.0
2177,2009,11470284,0.0,1155791.0,11470284.0
2177,2010,13058678,0.0,4693757.0,13058678.0
2177,2011,13861817,0.0,4942472.0,13861817.0
2177,2012,14943143,0.0,5444572.0,14943143.0
2177,2013,15797694,0.0,5671493.0,15797694.0
2177,2014,16704134,0.0,6147850.0,16704134.0
2177,2015,17768077,0.0,6607516.0,17768077.0
2177,2016,18390724,0.0,6664255.0,18390724.0
2177,2017,18444969,11637087.0,6807882.0,18444969.0
2177,2018,18053570,11474972.0,6578598.0,18053570.0
2177,2019,17874038,11273569.0,6600469.0,17874038.0
2177,2020,19131951,11849456.0,7282495.0,19131951.0
2177,2021,30220258,12706919.0,17513339.0,20899802.72617201
2177,2022,22787199,14242555.0,8544644.0,22787199.0
2177,2023,25138998,15728868.0,9410130.0,25138998.0
2177,2024,29979057,19342184.0,10636873.0,29979057.0
2177,2025,28087335,19246854.0,8840481.0,28087335.0
2177,2026,26207488,18664138.0,7543350.0,26207488.0
2200,2001,4134870,0.0,170294.0,4134870.0
2200,2002,4356894,0.0,242162.0,4356894.0
2200,2003,4461071,0.0,284291.0,4461071.0
2200,2004,4663818,0.0,346270.0,4663818.0
2200,2005,4772036,0.0,377980.0,4772036.0
2200,2006,4609398,0.0,243545.0,4609398.0
2200,2007,4690331,0.0,236786.0,4690331.0
2200,2008,4613045,0.0,270412.0,4613045.0
2200,2009,4414281,0.0,186582.0,4414281.0
2200,2010,4848913,0.0,1868925.0,4848913.0
2200,2011,4722201,0.0,1738135.0,4722201.0
2200,2012,4891229,0.0,1819447.0,4891229.0
2200,2013,5087051,0.0,1894358.0,5087051.0
2200,2014,5372906,0.0,2128967.0,5372906.0
2200,2015,5738541,0.0,2368583.0,5738541.0
2200,2016,5951472,0.0,2408454.0,5951472.0
2200,2017,5805057,3344697.0,2460360.0,5805057.0
2200,2018,5781826,3404329.0,2377497.0,5781826.0
2200,2019,6048449,3600656.0,2447793.0,6048449.0
2200,2020,6308179,3670417.0,2637762.0,6308179.0
2200,2021,9528892,3679941.0,5848951.0,6463772.1999053005
2200,2022,6875103,3688488.0,3186615.0,6875103.0
2200,2023,7423540,3840243.0,3583297.0,7423540.0
2200,2024,7910457,4260945.0,3649512.0,7910457.0
2200,2025,9323483,4773010.0,4550473.0,9323483.0
2200,2026,9718300,4985143.0,4733157.0,9718300.0
2201,2001,3320669,0.0,276314.0,3320669.0
2201,2002,3449425,0.0,366605.0,3449425.0
2201,2003,3738414,0.0,392587.0,3738414.0
2201,2004,4056430,0.0,454828.0,4056430.0
2201,2005,4178521,0.0,434962.0,4178521.0
2201,2006,4032354,0.0,316899.0,4032354.0
2201,2007,4109431,0.0,414917.0,4109431.0
2201,2008,4016355,0.0,423019.0,4016355.0
2201,2009,3999218,0.0,331376.0,3999218.0
2201,2010,4725907,0.0,1782213.0,4725907.0
2201,2011,5065955,0.0,1768977.0,5065955.0
2201,2012,6095348,0.0,2183260.0,6095348.0
2201,2013,6559680,0.0,2192278.0,6559680.0
2201,2014,7187702,0.0,2406048.0,7187702.0
2201,2015,7782177,0.0,2685859.0,7782177.0
2201,2016,8273227,0.0,2974588.0,8273227.0
2201,2017,8313305,5244951.0,3068354.0,8313305.0
2201,2018,8576565,5294434.0,3282131.0,8576565.0
2201,2019,8616962,5309944.0,3307018.0,8616962.0
2201,2020,9274403,5569228.0,3705175.0,9274403.0
2201,2021,15462126,6030159.0,9431967.0,10392257.5861535
2201,2022,12246883,7807530.0,4439353.0,12246883.0
2201,2023,13162298,8665604.0,4496694.0,13162298.0
2201,2024,16191389,10225314.0,5966075.0,16191389.0
2201,2025,16850361,10347440.0,6502921.0,16850361.0
2201,2026,16557057,10154710.0,6402347.0,16557057.0
2235,2001,5469266,0.0,204405.0,5469266.0
2235,2002,5888016,0.0,261092.0,5888016.0
2235,2003,6489178,0.0,403856.0,6489178.0
2235,2004,6961756,0.0,523182.0,6961756.0
2235,2005,7178049,0.0,471939.0,7178049.0
2235,2006,7491190,0.0,545259.0,7491190.0
2235,2007,7794861,0.0,543919.0,7794861.0
2235,2008,7821100,0.0,458096.0,7821100.0
2235,2009,7896417,0.0,384833.0,7896417.0
2235,2010,8873313,0.0,2855318.0,8873313.0
2235,2011,9492334,0.0,3185401.0,9492334.0
2235,2012,10140948,0.0,3646479.0,10140948.0
2235,2013,10466304,0.0,3730046.0,10466304.0
2235,2014,10743702,0.0,3964890.0,10743702.0
2235,2015,10943604,0.0,4020628.0,10943604.0
2235,2016,11481866,0.0,4241360.0,11481866.0
2235,2017,11637219,7304450.0,4332769.0,11637219.0
2235,2018,11292118,7105273.0,4186845.0,11292118.0
2235,2019,10750619,6773116.0,3977503.0,10750619.0
2235,2020,10594045,6747402.0,3846643.0,10594045.0
2235,2021,14078942,6679659.0,7399283.0,10399747.444986809
2235,2022,9870049,6411545.0,3458504.0,9870049.0
2235,2023,10281811,6580496.0,3701315.0,10281811.0
2235,2024,11104956,7021835.0,4083121.0,11104956.0
2235,2025,12746186,8413791.0,4332395.0,12746186.0
2235,2026,13849440,8984594.0,4864846.0,13849440.0
2236,2001,16844326,0.0,880168.0,16844326.0
2236,2002,17988215,0.0,1222644.0,17988215.0
2236,2003,19626995,0.0,1512750.0,19626995.0
2236,2004,20698287,0.0,1563468.0,20698287.0
2236,2005,21733140,0.0,1676150.0,21733140.0
2236,2006,22901652,0.0,2021009.0,22901652.0
2236,2007,24128735,0.0,2109523.0,24128735.0
2236,2008,25081456,0.0,2365708.0,25081456.0
2236,2009,27179812,0.0,2623677.0,27179812.0
2236,2010,31598803,0.0,12135187.0,31598803.0
2236,2011,34479470,0.0,13640920.0,34479470.0
2236,2012,36718312,0.0,14447241.0,36718312.0
2236,2013,37105524,0.0,13737418.0,37105524.0
2236,2014,37997827,0.0,14217729.0,37997827.0
2236,2015,39229674,0.0,15129797.0,39229674.0
2236,2016,41290539,0.0,16538140.0,41290539.0
2236,2017,44098408,25318208.0,18780200.0,44098408.0
2236,2018,45602889,25859194.0,19743695.0,45602889.0
2236,2019,46653491,26300178.0,20353313.0,46653491.0
