HEP Code,Higher Education Provider,Year,State/Territory,Cohort,Doctorate by Research,Masters by Research
3030,Deakin University,2012,VIC,ATN,150,17
2235,Edith Cowan University,2012,WA,non-aligned,61,29
2154,Federation University Australia,2012,VIC,RUN,26,6
3029,Flinders University,2012,SA,IRU,114,10
3032,Griffith University,2012,QLD,IRU,165,20
1019,James Cook University,2012,QLD,IRU,102,13
3020,La Trobe University,2012,VIC,IRU,157,28
3025,Macquarie University,2012,NSW,non-aligned,258,12
3035,Monash University,2012,VIC,Go8,496,111
1034,Murdoch University,2012,WA,IRU,100,11
3042,Queensland University of Technology,2012,QLD,non-aligned,245,80
3034,Royal Melbourne Institute of Technology,2012,VIC,ATN,187,46
3038,Southern Cross University,2012,NSW,RUN,40,5
2177,Swinburne University of Technology,2012,VIC,non-aligned,103,12
3033,The Australian National University,2012,ACT,Go8,318,19
3010,The University of Adelaide,2012,SA,Go8,258,47
3036,The University of Melbourne,2012,VIC,Go8,582,156
3044,The University of Notre Dame Australia,2012,WA,non-aligned,<5,0
3019,The University of Queensland,2012,QLD,Go8,548,68
3040,The University of Sydney,2012,NSW,Go8,664,202
1055,The University of Western Australia,2012,WA,Go8,302,63
2241,University of Canberra,2012,ACT,IRU,41,7
4331,University of Divinity,2012,VIC,non-aligned,9,9
3039,University of New England,2012,NSW,RUN,62,15
3013,University of New South Wales,2012,NSW,Go8,550,136
3014,University of Newcastle,2012,NSW,ATN,149,20
3027,University of South Australia,2012,SA,ATN,160,13
2201,University of Southern Queensland,2012,QLD,RUN,62,16
3045,University of Tasmania,2012,TAS,non-aligned,172,32
3016,University of Technology Sydney,2012,NSW,ATN,113,39
3043,University of the Sunshine Coast,2012,QLD,RUN,22,0
1058,University of Wollongong,2012,NSW,non-aligned,172,55
3007,Victoria University,2012,VIC,non-aligned,77,10
3004,Western Sydney University,2012,NSW,IRU,90,18
3006,Australian Catholic University,2011,OTHER,non-aligned,34,8
3003,Bond University ,2011,QLD,non-aligned,8,<5
2200,Central Queensland University,2011,QLD,RUN,32,13
3001,Charles Darwin University,2011,NT,non-aligned,23,<5
3005,Charles Sturt University,2011,NSW,RUN,57,<5
2236,Curtin University,2011,WA,ATN,188,34
3030,Deakin University,2011,VIC,ATN,115,<5
2235,Edith Cowan University,2011,WA,non-aligned,55,22
2154,Federation University Australia,2011,VIC,RUN,26,<5
3029,Flinders University,2011,SA,IRU,122,14
3032,Griffith University,2011,QLD,IRU,176,23
1019,James Cook University,2011,QLD,IRU,103,13
3020,La Trobe University,2011,VIC,IRU,155,19
3025,Macquarie University,2011,NSW,non-aligned,228,16
3035,Monash University,2011,VIC,Go8,503,123
1034,Murdoch University,2011,WA,IRU,86,17
3042,Queensland University of Technology,2011,QLD,non-aligned,217,77
3034,Royal Melbourne Institute of Technology,2011,VIC,ATN,173,58
3038,Southern Cross University,2011,NSW,RUN,39,<5
2177,Swinburne University of Technology,2011,VIC,non-aligned,85,6
3033,The Australian National University,2011,ACT,Go8,327,24
3010,The University of Adelaide,2011,SA,Go8,250,44
3036,The University of Melbourne,2011,VIC,Go8,610,167
3044,The University of Notre Dame Australia,2011,WA,non-aligned,<5,<5
3019,The University of Queensland,2011,QLD,Go8,496,57
3040,The University of Sydney,2011,NSW,Go8,587,203
1055,The University of Western Australia,2011,WA,Go8,246,65
2241,University of Canberra,2011,ACT,IRU,26,10
4331,University of Divinity,2011,VIC,non-aligned,5,<5
3039,University of New England,2011,NSW,RUN,75,18
3013,University of New South Wales,2011,NSW,Go8,502,152
3014,University of Newcastle,2011,NSW,ATN,102,27
3027,University of South Australia,2011,SA,ATN,141,17
2201,University of Southern Queensland,2011,QLD,RUN,40,7
3045,University of Tasmania,2011,TAS,non-aligned,150,30
3016,University of Technology Sydney,2011,NSW,ATN,128,33
3043,University of the Sunshine Coast,2011,QLD,RUN,15,6
1058,University of Wollongong,2011,NSW,non-aligned,169,58
3007,Victoria University,2011,VIC,non-aligned,71,6
3004,Western Sydney University,2011,NSW,IRU,86,25
3006,Australian Catholic University,2010,OTHER,non-aligned,30,7
3003,Bond University ,2010,QLD,non-aligned,12,<5
2200,Central Queensland University,2010,QLD,RUN,23,9
3001,Charles Darwin University,2010,NT,non-aligned,19,<5
3005,Charles Sturt University,2010,NSW,RUN,39,<5
2236,Curtin University,2010,WA,ATN,169,31
3030,Deakin University,2010,VIC,ATN,127,13
2235,Edith Cowan University,2010,WA,non-aligned,51,19
2154,Federation University Australia,2010,VIC,RUN,25,5
3029,Flinders University,2010,SA,IRU,89,10
3032,Griffith University,2010,QLD,IRU,157,15
1019,James Cook University,2010,QLD,IRU,80,7
3020,La Trobe University,2010,VIC,IRU,128,24
3025,Macquarie University,2010,NSW,non-aligned,166,18
3035,Monash University,2010,VIC,Go8,424,100
1034,Murdoch University,2010,WA,IRU,89,17
3042,Queensland University of Technology,2010,QLD,non-aligned,206,71
3034,Royal Melbourne Institute of Technology,2010,VIC,ATN,143,62
3038,Southern Cross University,2010,NSW,RUN,45,7
2177,Swinburne University of Technology,2010,VIC,non-aligned,82,7
3033,The Australian National University,2010,ACT,Go8,301,26
3010,The University of Adelaide,2010,SA,Go8,272,34
3036,The University of Melbourne,2010,VIC,Go8,566,161
3044,The University of Notre Dame Australia,2010,WA,non-aligned,6,<5
3019,The University of Queensland,2010,QLD,Go8,474,61
3040,The University of Sydney,2010,NSW,Go8,573,202
1055,The University of Western Australia,2010,WA,Go8,235,53
2241,University of Canberra,2010,ACT,IRU,38,<5
4331,University of Divinity,2010,VIC,non-aligned,10,17
3039,University of New England,2010,NSW,RUN,59,27
3013,University of New South Wales,2010,NSW,Go8,471,138
3014,University of Newcastle,2010,NSW,ATN,113,24
3027,University of South Australia,2010,SA,ATN,159,16
2201,University of Southern Queensland,2010,QLD,RUN,46,15
3045,University of Tasmania,2010,TAS,non-aligned,178,39
3016,University of Technology Sydney,2010,NSW,ATN,140,27
3043,University of the Sunshine Coast,2010,QLD,RUN,13,<5
1058,University of Wollongong,2010,NSW,non-aligned,135,33
3007,Victoria University,2010,VIC,non-aligned,80,12
3004,Western Sydney University,2010,NSW,IRU,77,13
3006,Australian Catholic University,2009,OTHER,non-aligned,36,5
3003,Bond University ,2009,QLD,non-aligned,8,<5
2200,Central Queensland University,2009,QLD,RUN,25,14
3001,Charles Darwin University,2009,NT,non-aligned,17,<5
3005,Charles Sturt University,2009,NSW,RUN,22,<5
2236,Curtin University,2009,WA,ATN,153,38
3030,Deakin University,2009,VIC,ATN,131,16
2235,Edith Cowan University,2009,WA,non-aligned,41,23
2154,Federation University Australia,2009,VIC,RUN,22,7
3029,Flinders University,2009,SA,IRU,85,8
3032,Griffith University,2009,QLD,IRU,140,15
1019,James Cook University,2009,QLD,IRU,72,16
3020,La Trobe University,2009,VIC,IRU,134,23
3025,Macquarie University,2009,NSW,non-aligned,189,26
3035,Monash University,2009,VIC,Go8,411,106
1034,Murdoch University,2009,WA,IRU,87,9
3042,Queensland University of Technology,2009,QLD,non-aligned,165,66
3034,Royal Melbourne Institute of Technology,2009,VIC,ATN,29,7
3038,Southern Cross University,2009,NSW,RUN,74,8
2177,Swinburne University of Technology,2009,VIC,non-aligned,75,11
3033,The Australian National University,2009,ACT,Go8,291,30
3010,The University of Adelaide,2009,SA,Go8,213,44
3036,The University of Melbourne,2009,VIC,Go8,577,198
3044,The University of Notre Dame Australia,2009,WA,non-aligned,<5,<5
3019,The University of Queensland,2009,QLD,Go8,493,59
3040,The University of Sydney,2009,NSW,Go8,535,165
1055,The University of Western Australia,2009,WA,Go8,260,43
2241,University of Canberra,2009,ACT,IRU,24,<5
4331,University of Divinity,2009,VIC,non-aligned,18,21
3039,University of New England,2009,NSW,RUN,76,17
3013,University of New South Wales,2009,NSW,Go8,451,112
3014,University of Newcastle,2009,NSW,ATN,108,27
3027,University of South Australia,2009,SA,ATN,123,13
2201,University of Southern Queensland,2009,QLD,RUN,49,16
3045,University of Tasmania,2009,TAS,non-aligned,162,30
3016,University of Technology Sydney,2009,NSW,ATN,153,41
3043,University of the Sunshine Coast,2009,QLD,RUN,18,7
1058,University of Wollongong,2009,NSW,non-aligned,152,43
3007,Victoria University,2009,VIC,non-aligned,73,5
3004,Western Sydney University,2009,NSW,IRU,97,14
3006,Australian Catholic University,2008,OTHER,non-aligned,29,<5
3003,Bond University ,2008,QLD,non-aligned,10,<5
2200,Central Queensland University,2008,QLD,RUN,13,10
3001,Charles Darwin University,2008,NT,non-aligned,22,<5
3005,Charles Sturt University,2008,NSW,RUN,57,6
2236,Curtin University,2008,WA,ATN,144,33
3030,Deakin University,2008,VIC,ATN,131,14
2235,Edith Cowan University,2008,WA,non-aligned,58,34
2154,Federation University Australia,2008,VIC,RUN,19,8
3029,Flinders University,2008,SA,IRU,108,13
3032,Griffith University,2008,QLD,IRU,126,20
1019,James Cook University,2008,QLD,IRU,45,17
3020,La Trobe University,2008,VIC,IRU,72,20
3025,Macquarie University,2008,NSW,non-aligned,177,31
3035,Monash University,2008,VIC,Go8,434,102
1034,Murdoch University,2008,WA,IRU,41,7
3042,Queensland University of Technology,2008,QLD,non-aligned,167,81
3034,Royal Melbourne Institute of Technology,2008,VIC,ATN,171,96
3038,Southern Cross University,2008,NSW,RUN,49,6
2177,Swinburne University of Technology,2008,VIC,non-aligned,90,7
3033,The Australian National University,2008,ACT,Go8,317,24
3010,The University of Adelaide,2008,SA,Go8,265,33
3036,The University of Melbourne,2008,VIC,Go8,558,162
3044,The University of Notre Dame Australia,2008,WA,non-aligned,7,0
3019,The University of Queensland,2008,QLD,Go8,517,81
3040,The University of Sydney,2008,NSW,Go8,529,146
1055,The University of Western Australia,2008,WA,Go8,262,53
2241,University of Canberra,2008,ACT,IRU,25,8
4331,University of Divinity,2008,VIC,non-aligned,5,13
3039,University of New England,2008,NSW,RUN,69,21
3013,University of New South Wales,2008,NSW,Go8,430,123
3014,University of Newcastle,2008,NSW,ATN,122,29
3027,University of South Australia,2008,SA,ATN,117,18
2201,University of Southern Queensland,2008,QLD,RUN,29,11
3045,University of Tasmania,2008,TAS,non-aligned,108,32
3016,University of Technology Sydney,2008,NSW,ATN,148,38
3043,University of the Sunshine Coast,2008,QLD,RUN,6,<5
1058,University of Wollongong,2008,NSW,non-aligned,121,52
3007,Victoria University,2008,VIC,non-aligned,84,7
3004,Western Sydney University,2008,NSW,IRU,99,15
3006,Australian Catholic University,2007,OTHER,non-aligned,27,8
3003,Bond University ,2007,QLD,non-aligned,13,0
2200,Central Queensland University,2007,QLD,RUN,21,12
3001,Charles Darwin University,2007,NT,non-aligned,25,11
3005,Charles Sturt University,2007,NSW,RUN,36,<5
2236,Curtin University,2007,WA,ATN,187,51
3030,Deakin University,2007,VIC,ATN,127,10
2235,Edith Cowan University,2007,WA,non-aligned,53,28
2154,Federation University Australia,2007,VIC,RUN,19,12
3029,Flinders University,2007,SA,IRU,83,9
3032,Griffith University,2007,QLD,IRU,158,16
1019,James Cook University,2007,QLD,IRU,66,10
3020,La Trobe University,2007,VIC,IRU,146,24
3025,Macquarie University,2007,NSW,non-aligned,153,36
3035,Monash University,2007,VIC,Go8,382,98
1034,Murdoch University,2007,WA,IRU,75,12
3042,Queensland University of Technology,2007,QLD,non-aligned,179,60
3034,Royal Melbourne Institute of Technology,2007,VIC,ATN,173,88
3038,Southern Cross University,2007,NSW,RUN,54,<5
2177,Swinburne University of Technology,2007,VIC,non-aligned,66,7
3033,The Australian National University,2007,ACT,Go8,288,14
3010,The University of Adelaide,2007,SA,Go8,241,29
3036,The University of Melbourne,2007,VIC,Go8,537,195
3044,The University of Notre Dame Australia,2007,WA,non-aligned,<5,<5
3019,The University of Queensland,2007,QLD,Go8,452,64
3040,The University of Sydney,2007,NSW,Go8,490,135
1055,The University of Western Australia,2007,WA,Go8,267,67
2241,University of Canberra,2007,ACT,IRU,42,12
4331,University of Divinity,2007,VIC,non-aligned,<5,6
3039,University of New England,2007,NSW,RUN,107,29
3013,University of New South Wales,2007,NSW,Go8,496,150
3014,University of Newcastle,2007,NSW,ATN,108,33
3027,University of South Australia,2007,SA,ATN,128,14
2201,University of Southern Queensland,2007,QLD,RUN,32,11
3045,University of Tasmania,2007,TAS,non-aligned,100,32
3016,University of Technology Sydney,2007,NSW,ATN,121,40
3043,University of the Sunshine Coast,2007,QLD,RUN,5,6
1058,University of Wollongong,2007,NSW,non-aligned,110,51
3007,Victoria University,2007,VIC,non-aligned,55,8
3004,Western Sydney University,2007,NSW,IRU,114,19
3006,Australian Catholic University,2006,OTHER,non-aligned,37,10
3003,Bond University ,2006,QLD,non-aligned,9,<5
2200,Central Queensland University,2006,QLD,RUN,19,5
3001,Charles Darwin University,2006,NT,non-aligned,11,<5
3005,Charles Sturt University,2006,NSW,RUN,26,9
2236,Curtin University,2006,WA,ATN,138,42
3030,Deakin University,2006,VIC,ATN,100,18
2235,Edith Cowan University,2006,WA,non-aligned,61,29
2154,Federation University Australia,2006,VIC,RUN,19,<5
3029,Flinders University,2006,SA,IRU,103,17
3032,Griffith University,2006,QLD,IRU,145,18
1019,James Cook University,2006,QLD,IRU,86,15
3020,La Trobe University,2006,VIC,IRU,133,27
3025,Macquarie University,2006,NSW,non-aligned,122,48
3035,Monash University,2006,VIC,Go8,384,120
1034,Murdoch University,2006,WA,IRU,87,21
3042,Queensland University of Technology,2006,QLD,non-aligned,144,59
3034,Royal Melbourne Institute of Technology,2006,VIC,ATN,180,73
3038,Southern Cross University,2006,NSW,RUN,62,9
2177,Swinburne University of Technology,2006,VIC,non-aligned,84,11
3033,The Australian National University,2006,ACT,Go8,296,24
3010,The University of Adelaide,2006,SA,Go8,217,43
3036,The University of Melbourne,2006,VIC,Go8,526,210
3044,The University of Notre Dame Australia,2006,WA,non-aligned,<5,0
3019,The University of Queensland,2006,QLD,Go8,396,115
3040,The University of Sydney,2006,NSW,Go8,495,161
1055,The University of Western Australia,2006,WA,Go8,237,50
2241,University of Canberra,2006,ACT,IRU,32,12
4331,University of Divinity,2006,VIC,non-aligned,5,13
3039,University of New England,2006,NSW,RUN,88,26
3013,University of New South Wales,2006,NSW,Go8,514,132
3014,University of Newcastle,2006,NSW,ATN,139,60
3027,University of South Australia,2006,SA,ATN,121,23
2201,University of Southern Queensland,2006,QLD,RUN,16,13
3045,University of Tasmania,2006,TAS,non-aligned,126,33
3016,University of Technology Sydney,2006,NSW,ATN,115,48
3043,University of the Sunshine Coast,2006,QLD,RUN,6,<5
1058,University of Wollongong,2006,NSW,non-aligned,106,47
3007,Victoria University,2006,VIC,non-aligned,35,8
3004,Western Sydney University,2006,NSW,IRU,94,19
3006,Australian Catholic University,2005,OTHER,non-aligned,27,8
3003,Bond University ,2005,QLD,non-aligned,9,<5
2200,Central Queensland University,2005,QLD,RUN,22,17
3001,Charles Darwin University,2005,NT,non-aligned,17,11
3005,Charles Sturt University,2005,NSW,RUN,25,6
2236,Curtin University,2005,WA,ATN,136,42
3030,Deakin University,2005,VIC,ATN,101,20
2235,Edith Cowan University,2005,WA,non-aligned,45,35
2154,Federation University Australia,2005,VIC,RUN,20,7
3029,Flinders University,2005,SA,IRU,91,23
3032,Griffith University,2005,QLD,IRU,140,31
1019,James Cook University,2005,QLD,IRU,72,17
3020,La Trobe University,2005,VIC,IRU,139,18
3025,Macquarie University,2005,NSW,non-aligned,115,33
3035,Monash University,2005,VIC,Go8,354,115
1034,Murdoch University,2005,WA,IRU,80,11
3042,Queensland University of Technology,2005,QLD,non-aligned,151,62
3034,Royal Melbourne Institute of Technology,2005,VIC,ATN,127,88
3038,Southern Cross University,2005,NSW,RUN,27,10
2177,Swinburne University of Technology,2005,VIC,non-aligned,68,7
3033,The Australian National University,2005,ACT,Go8,268,35
3010,The University of Adelaide,2005,SA,Go8,134,20
3036,The University of Melbourne,2005,VIC,Go8,523,216
3044,The University of Notre Dame Australia,2005,WA,non-aligned,<5,0
3019,The University of Queensland,2005,QLD,Go8,426,118
3040,The University of Sydney,2005,NSW,Go8,487,148
1055,The University of Western Australia,2005,WA,Go8,270,80
2241,University of Canberra,2005,ACT,IRU,24,11
4331,University of Divinity,2005,VIC,non-aligned,6,14
3039,University of New England,2005,NSW,RUN,88,27
3013,University of New South Wales,2005,NSW,Go8,494,118
3014,University of Newcastle,2005,NSW,ATN,107,47
3027,University of South Australia,2005,SA,ATN,101,27
2201,University of Southern Queensland,2005,QLD,RUN,20,11
3045,University of Tasmania,2005,TAS,non-aligned,129,22
3016,University of Technology Sydney,2005,NSW,ATN,97,27
3043,University of the Sunshine Coast,2005,QLD,RUN,7,<5
1058,University of Wollongong,2005,NSW,non-aligned,134,32
3007,Victoria University,2005,VIC,non-aligned,67,18
3004,Western Sydney University,2005,NSW,IRU,93,34
3006,Australian Catholic University,2004,OTHER,non-aligned,18,9
3003,Bond University ,2004,QLD,non-aligned,10,<5
2200,Central Queensland University,2004,QLD,RUN,17,7
3001,Charles Darwin University,2004,NT,non-aligned,21,8
3005,Charles Sturt University,2004,NSW,RUN,22,6
2236,Curtin University,2004,WA,ATN,148,56
3030,Deakin University,2004,VIC,ATN,95,14
2235,Edith Cowan University,2004,WA,non-aligned,54,30
2154,Federation University Australia,2004,VIC,RUN,19,10
3029,Flinders University,2004,SA,IRU,94,20
3032,Griffith University,2004,QLD,IRU,135,33
1019,James Cook University,2004,QLD,IRU,80,24
3020,La Trobe University,2004,VIC,IRU,128,22
3025,Macquarie University,2004,NSW,non-aligned,101,22
3035,Monash University,2004,VIC,Go8,330,115
1034,Murdoch University,2004,WA,IRU,89,15
3042,Queensland University of Technology,2004,QLD,non-aligned,118,55
3034,Royal Melbourne Institute of Technology,2004,VIC,ATN,154,99
3038,Southern Cross University,2004,NSW,RUN,50,12
2177,Swinburne University of Technology,2004,VIC,non-aligned,60,19
3033,The Australian National University,2004,ACT,Go8,231,29
3010,The University of Adelaide,2004,SA,Go8,191,29
3036,The University of Melbourne,2004,VIC,Go8,496,228
3044,The University of Notre Dame Australia,2004,WA,non-aligned,<5,0
3019,The University of Queensland,2004,QLD,Go8,419,95
3040,The University of Sydney,2004,NSW,Go8,444,153
1055,The University of Western Australia,2004,WA,Go8,231,71
2241,University of Canberra,2004,ACT,IRU,16,12
4331,University of Divinity,2004,VIC,non-aligned,6,15
3039,University of New England,2004,NSW,RUN,74,26
3013,University of New South Wales,2004,NSW,Go8,379,134
3014,University of Newcastle,2004,NSW,ATN,111,33
3027,University of South Australia,2004,SA,ATN,110,23
2201,University of Southern Queensland,2004,QLD,RUN,23,6
3045,University of Tasmania,2004,TAS,non-aligned,99,28
3016,University of Technology Sydney,2004,NSW,ATN,83,42
3043,University of the Sunshine Coast,2004,QLD,RUN,<5,<5
1058,University of Wollongong,2004,NSW,non-aligned,100,21
3007,Victoria University,2004,VIC,non-aligned,62,19
3004,Western Sydney University,2004,NSW,IRU,78,22
3006,Australian Catholic University,2003,OTHER,non-aligned,10,5
3003,Bond University ,2003,QLD,non-aligned,6,<5
2200,Central Queensland University,2003,QLD,RUN,20,11
3001,Charles Darwin University,2003,NT,non-aligned,15,6
3005,Charles Sturt University,2003,NSW,RUN,41,9
2236,Curtin University,2003,WA,ATN,158,59
3030,Deakin University,2003,VIC,ATN,96,19
2235,Edith Cowan University,2003,WA,non-aligned,37,43
2154,Federation University Australia,2003,VIC,RUN,17,14
3029,Flinders University,2003,SA,IRU,78,18
3032,Griffith University,2003,QLD,IRU,128,39
1019,James Cook University,2003,QLD,IRU,63,30
3020,La Trobe University,2003,VIC,IRU,142,34
3025,Macquarie University,2003,NSW,non-aligned,99,39
3035,Monash University,2003,VIC,Go8,338,107
1034,Murdoch University,2003,WA,IRU,86,9
3042,Queensland University of Technology,2003,QLD,non-aligned,113,62
3034,Royal Melbourne Institute of Technology,2003,VIC,ATN,135,106
3038,Southern Cross University,2003,NSW,RUN,67,<5
2177,Swinburne University of Technology,2003,VIC,non-aligned,48,27
3033,The Australian National University,2003,ACT,Go8,222,31
3010,The University of Adelaide,2003,SA,Go8,215,27
3036,The University of Melbourne,2003,VIC,Go8,465,229
3044,The University of Notre Dame Australia,2003,WA,non-aligned,<5,0
3019,The University of Queensland,2003,QLD,Go8,456,92
3040,The University of Sydney,2003,NSW,Go8,418,132
1055,The University of Western Australia,2003,WA,Go8,211,57
2241,University of Canberra,2003,ACT,IRU,23,18
4331,University of Divinity,2003,VIC,non-aligned,<5,11
3039,University of New England,2003,NSW,RUN,83,29
3013,University of New South Wales,2003,NSW,Go8,262,70
3014,University of Newcastle,2003,NSW,ATN,123,50
3027,University of South Australia,2003,SA,ATN,93,34
2201,University of Southern Queensland,2003,QLD,RUN,19,10
3045,University of Tasmania,2003,TAS,non-aligned,116,36
3016,University of Technology Sydney,2003,NSW,ATN,76,37
3043,University of the Sunshine Coast,2003,QLD,RUN,<5,<5
1058,University of Wollongong,2003,NSW,non-aligned,103,31
3007,Victoria University,2003,VIC,non-aligned,47,15
3004,Western Sydney University,2003,NSW,IRU,91,37
3006,Australian Catholic University,2002,OTHER,non-aligned,13,7
3003,Bond University ,2002,QLD,non-aligned,<5,<5
2200,Central Queensland University,2002,QLD,RUN,19,9
3001,Charles Darwin University,2002,NT,non-aligned,19,6
3005,Charles Sturt University,2002,NSW,RUN,23,<5
2236,Curtin University,2002,WA,ATN,91,38
3030,Deakin University,2002,VIC,ATN,93,28
2235,Edith Cowan University,2002,WA,non-aligned,37,36
2154,Federation University Australia,2002,VIC,RUN,<5,8
3029,Flinders University,2002,SA,IRU,84,22
3032,Griffith University,2002,QLD,IRU,105,33
1019,James Cook University,2002,QLD,IRU,69,22
3020,La Trobe University,2002,VIC,IRU,137,30
3025,Macquarie University,2002,NSW,non-aligned,88,16
3035,Monash University,2002,VIC,Go8,324,130
1034,Murdoch University,2002,WA,IRU,87,5
3042,Queensland University of Technology,2002,QLD,non-aligned,95,54
3034,Royal Melbourne Institute of Technology,2002,VIC,ATN,108,117
3038,Southern Cross University,2002,NSW,RUN,60,15
2177,Swinburne University of Technology,2002,VIC,non-aligned,37,24
3033,The Australian National University,2002,ACT,Go8,212,24
3010,The University of Adelaide,2002,SA,Go8,190,36
3036,The University of Melbourne,2002,VIC,Go8,438,225
3044,The University of Notre Dame Australia,2002,WA,non-aligned,<5,<5
3019,The University of Queensland,2002,QLD,Go8,379,105
3040,The University of Sydney,2002,NSW,Go8,393,124
1055,The University of Western Australia,2002,WA,Go8,185,68
2241,University of Canberra,2002,ACT,IRU,18,23
4331,University of Divinity,2002,VIC,non-aligned,5,13
3039,University of New England,2002,NSW,RUN,69,32
3013,University of New South Wales,2002,NSW,Go8,329,70
3014,University of Newcastle,2002,NSW,ATN,68,38
3027,University of South Australia,2002,SA,ATN,83,17
2201,University of Southern Queensland,2002,QLD,RUN,11,9
3045,University of Tasmania,2002,TAS,non-aligned,104,31
3016,University of Technology Sydney,2002,NSW,ATN,78,39
3043,University of the Sunshine Coast,2002,QLD,RUN,0,<5
1058,University of Wollongong,2002,NSW,non-aligned,104,34
3007,Victoria University,2002,VIC,non-aligned,54,14
3004,Western Sydney University,2002,NSW,IRU,71,41
3006,Australian Catholic University,2001,OTHER,non-aligned,5,8
3003,Bond University ,2001,QLD,non-aligned,5,<5
2200,Central Queensland University,2001,QLD,RUN,13,12
3001,Charles Darwin University,2001,NT,non-aligned,17,7
3005,Charles Sturt University,2001,NSW,RUN,19,6
2236,Curtin University,2001,WA,ATN,73,44
3030,Deakin University,2001,VIC,ATN,83,26
2235,Edith Cowan University,2001,WA,non-aligned,26,33
2154,Federation University Australia,2001,VIC,RUN,11,<5
3029,Flinders University,2001,SA,IRU,76,19
3032,Griffith University,2001,QLD,IRU,89,37
1019,James Cook University,2001,QLD,IRU,71,27
3020,La Trobe University,2001,VIC,IRU,133,35
3025,Macquarie University,2001,NSW,non-aligned,95,23
3035,Monash University,2001,VIC,Go8,267,126
1034,Murdoch University,2001,WA,IRU,77,11
3042,Queensland University of Technology,2001,QLD,non-aligned,85,51
3034,Royal Melbourne Institute of Technology,2001,VIC,ATN,100,87
3038,Southern Cross University,2001,NSW,RUN,34,14
2177,Swinburne University of Technology,2001,VIC,non-aligned,47,27
3033,The Australian National University,2001,ACT,Go8,254,31
3010,The University of Adelaide,2001,SA,Go8,177,30
3036,The University of Melbourne,2001,VIC,Go8,363,225
3044,The University of Notre Dame Australia,2001,WA,non-aligned,0,<5
3019,The University of Queensland,2001,QLD,Go8,317,107
3040,The University of Sydney,2001,NSW,Go8,416,127
1055,The University of Western Australia,2001,WA,Go8,167,82
2241,University of Canberra,2001,ACT,IRU,20,16
4331,University of Divinity,2001,VIC,non-aligned,5,19
3039,University of New England,2001,NSW,RUN,63,34
3013,University of New South Wales,2001,NSW,Go8,309,84
3014,University of Newcastle,2001,NSW,ATN,74,37
3027,University of South Australia,2001,SA,ATN,62,29
2201,University of Southern Queensland,2001,QLD,RUN,18,10
3045,University of Tasmania,2001,TAS,non-aligned,95,27
3016,University of Technology Sydney,2001,NSW,ATN,85,37
3043,University of the Sunshine Coast,2001,QLD,RUN,<5,<5
1058,University of Wollongong,2001,NSW,non-aligned,81,41
3007,Victoria University,2001,VIC,non-aligned,45,16
3004,Western Sydney University,2001,NSW,IRU,54,37
3006,Australian Catholic University,2000,OTHER,non-aligned,5,9
3003,Bond University ,2000,QLD,non-aligned,0,<5
2200,Central Queensland University,2000,QLD,RUN,13,15
3001,Charles Darwin University,2000,NT,non-aligned,11,9
3005,Charles Sturt University,2000,NSW,RUN,18,6
2236,Curtin University,2000,WA,ATN,91,35
3030,Deakin University,2000,VIC,ATN,68,27
2235,Edith Cowan University,2000,WA,non-aligned,29,53
2154,Federation University Australia,2000,VIC,RUN,11,10
3029,Flinders University,2000,SA,IRU,65,20
3032,Griffith University,2000,QLD,IRU,77,24
1019,James Cook University,2000,QLD,IRU,69,42
3020,La Trobe University,2000,VIC,IRU,145,44
3025,Macquarie University,2000,NSW,non-aligned,95,23
3035,Monash University,2000,VIC,Go8,254,138
1034,Murdoch University,2000,WA,IRU,54,8
3042,Queensland University of Technology,2000,QLD,non-aligned,77,66
3034,Royal Melbourne Institute of Technology,2000,VIC,ATN,81,125
3038,Southern Cross University,2000,NSW,RUN,22,7
2177,Swinburne University of Technology,2000,VIC,non-aligned,25,38
3033,The Australian National University,2000,ACT,Go8,228,34
3010,The University of Adelaide,2000,SA,Go8,160,26
3036,The University of Melbourne,2000,VIC,Go8,387,196
3019,The University of Queensland,2000,QLD,Go8,333,107
3040,The University of Sydney,2000,NSW,Go8,384,139
1055,The University of Western Australia,2000,WA,Go8,175,59
2241,University of Canberra,2000,ACT,IRU,10,26
4331,University of Divinity,2000,VIC,non-aligned,5,10
3039,University of New England,2000,NSW,RUN,72,31
3013,University of New South Wales,2000,NSW,Go8,291,83
3014,University of Newcastle,2000,NSW,ATN,104,41
3027,University of South Australia,2000,SA,ATN,71,31
2201,University of Southern Queensland,2000,QLD,RUN,18,7
3045,University of Tasmania,2000,TAS,non-aligned,88,30
3016,University of Technology Sydney,2000,NSW,ATN,60,31
3043,University of the Sunshine Coast,2000,QLD,RUN,<5,0
1058,University of Wollongong,2000,NSW,non-aligned,101,30
3007,Victoria University,2000,VIC,non-aligned,32,21
3004,Western Sydney University,2000,NSW,IRU,63,33
3006,Australian Catholic University,1999,OTHER,non-aligned,9,<5
2200,Central Queensland University,1999,QLD,RUN,15,9
3001,Charles Darwin University,1999,NT,non-aligned,16,10
3005,Charles Sturt University,1999,NSW,RUN,20,7
2236,Curtin University,1999,WA,ATN,84,61
3030,Deakin University,1999,VIC,ATN,70,33
2235,Edith Cowan University,1999,WA,non-aligned,16,38
2154,Federation University Australia,1999,VIC,RUN,<5,5
3029,Flinders University,1999,SA,IRU,52,16
3032,Griffith University,1999,QLD,IRU,73,12
